变形金刚4：绝迹重生 Transformers: Age of Extinction,6.7,动作 / 科幻,美国/中国大陆/中国香港,2014年6月27日,19.6495亿
心花路放,7.2,喜剧 / 爱情,中国大陆,2014年9月30日,11.4911亿
西游记之大闹天宫,4.3,动作 / 奇幻,中国大陆/中国香港,2014年1月31日,10.2893亿
智取威虎山,7.7,剧情 / 动作 / 战争 / 冒险,中国大陆/中国香港,2014年12月23日,8.8314亿
星际穿越 Interstellar,9.4,剧情 / 科幻 / 冒险,美国/英国/加拿大,2014年11月12日,7.4799亿
X战警：逆转未来 X-Men: Days of Future Past,8.2,剧情 / 动作 / 科幻 / 冒险,美国/英国,2014年5月23日,7.186亿
美国队长2 Captain America: The Winter Soldier,8.0,动作 / 科幻 / 冒险,美国,2014年4月4日,7.1249亿
猩球崛起2：黎明之战 Dawn of the Planet of the Apes,7.7,剧情 / 动作 / 科幻,美国,2014年8月29日,7.1154亿
爸爸去哪儿,5.8,儿童 / 喜剧 / 家庭,中国大陆,2014年1月31日,6.8579亿
分手大师,5.1,喜剧 / 爱情,中国大陆,2014年6月27日,6.5608亿
后会无期,7.2,剧情,中国大陆,2014年7月24日,6.2299亿
匆匆那年,5.6,爱情,中国大陆,2014年12月5日,6.032亿
银河护卫队 Guardians of the Galaxy,8.1,动作 / 科幻 / 冒险,美国/英国,2014年10月10日,5.9033亿
超凡蜘蛛侠2 The Amazing Spider-Man 2,7.7,动作 / 科幻 / 奇幻 / 冒险,美国,2014年5月4日,5.8247亿
澳门风云 賭城風雲,5.8,喜剧 / 动作,中国大陆/中国香港,2014年1月31日,5.1846亿
一步之遥,6.6,剧情 / 喜剧 / 动作,中国大陆/美国/中国香港,2014年12月18日,5.1075亿
小时代3：刺金时代,4.7,剧情 / 喜剧 / 爱情,中国大陆/中国台湾,2014年7月17日,5.0713亿
哥斯拉 Godzilla,6.6,动作 / 科幻 / 冒险 / 灾难,美国/日本,2014年6月13日,4.7764亿
霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,8.5,动作 / 奇幻 / 冒险,美国/新西兰,2014年2月21日,4.5809亿
敢死队3 The Expendables 3,6.9,动作 / 惊悚 / 冒险,美国/法国,2014年9月1日,4.5353亿
同桌的妳,6.0,剧情 / 爱情,中国大陆,2014年4月25日,4.5026亿
驯龙高手2 How to Train Your Dragon 2,8.1,动画 / 奇幻 / 冒险,美国,2014年8月14日,4.0122亿
极品飞车 Need for Speed,7.3,剧情 / 动作 / 犯罪 / 惊悚,美国/菲律宾/爱尔兰/英国,2014年3月14日,4.0881亿
明日边缘 Edge of Tomorrow,8.2,动作 / 科幻,美国/加拿大,2014年6月6日,4.04亿
京城81号,4.8,剧情 / 悬疑 / 恐怖,中国大陆,2014年7月18日,4.0194亿
北京爱情故事,6.1,爱情,中国大陆,2014年2月13日,4.0028万
忍者神龟：变种时代 Teenage Mutant Ninja Turtles,6.6,喜剧 / 动作 / 科幻 / 冒险,美国,2014年10月31日,3.8518亿
白发魔女传之明月天国,3.8,动作 / 爱情 / 奇幻 / 武侠 / 古装,中国大陆/中国香港,2014年7月31日,3.8492亿
亲爱的,8.4,剧情 / 家庭,中国大陆/中国香港,2014年9月25日,3.3854亿
神偷奶爸2 Despicable Me 2,8.1,喜剧 / 动画 / 冒险,美国/法国/日本,2014年1月10日,3.2117亿
机械战警 RoboCop,6.4,动作 / 科幻 / 犯罪,美国,2014年2月28日,3.1153亿
窃听风云3,6.4,动作 / 犯罪 / 悬疑 / 惊悚,中国香港/中国大陆,2014年5月29日,3.0627亿
冰雪奇缘 Frozen,8.4,喜剧 / 动画 / 奇幻 / 歌舞,美国,2014年2月5日,2.9573亿
沉睡魔咒 Maleficent,7.4,奇幻 / 冒险,美国/英国,2014年6月20日,2.938亿
微爱之渐入佳境,4.5,喜剧 / 爱情,中国大陆,2014年12月24日,2.8498亿
归来,8.0,剧情 / 历史 / 爱情,中国大陆,2014年5月16日,2.8374亿
超体 Lucy,7.4,动作 / 科幻,法国/德国/中国台湾/加拿大/美国/英国,2014年10月24日,2.7507亿
催眠大师,7.6,悬疑 / 惊悚,中国大陆,2014年29日,"2,7186亿"
马达加斯加的企鹅 Penguins of Madagascar,7.7,喜剧 / 动画 / 冒险,美国,2014年11月14日,2.5024亿
里约大冒险2 Rio 2,7.7,喜剧 / 动画 / 冒险,美国,2014年4月11日,2.4288亿
熊出没之夺宝熊兵,7.7,喜剧 / 动画 / 冒险 / 家庭,中国大陆,2014年1月17日,2.4195亿
一生一世,5.3,爱情,中国大陆/中国香港,2014年9月5日,2.2815亿
撒娇女人最好命,5.7,喜剧 / 爱情,中国大陆/中国香港,2014年11月28日,2.2511亿
太平轮(上),6.0,剧情 / 爱情 / 战争,中国大陆/中国香港,2014年12月2日,2.0571亿
闺蜜,5.3,喜剧 / 爱情,中国大陆,2014年7月30日,2.0245亿
老男孩猛龙过江,5.7,剧情 / 喜剧,中国大陆,2014年7月10日,2.0215亿
痞子英雄2：黎明升起 痞子英雄2：黎明再起,5.6,剧情 / 动作 / 犯罪,中国大陆/中国台湾/中国香港,2014年10月1日,1.9739亿
单身男女2 單身男女II,5.5,喜剧 / 爱情,中国香港/中国大陆,2014年11月11日,1.9615亿
四大名捕大结局,5.2,动作 / 爱情 / 悬疑 / 武侠 / 古装,中国大陆/中国香港,2014年8月22日,1.9187亿
暴力街区 Brick Mansions,7.1,剧情 / 动作 / 犯罪,法国/加拿大/美国/西班牙,2014年8月1日,1.8619亿
黄飞鸿之英雄有梦,5.7,剧情 / 动作 / 爱情 / 武侠,中国大陆/中国香港/英国,2014年11月21日,1.807亿
我的早更女友,5.5,喜剧 / 爱情,中国大陆,2014年12月12日,1.624亿
一触即发 Jack Ryan: Shadow Recruit,5.7,剧情 / 动作 / 惊悚,美国/俄罗斯,2014年1月17日,1.5891亿
移动迷宫 The Maze Runner,7.1,动作 / 科幻 / 冒险,美国/英国,2014年10月28日,1.4849亿
冰封：重生之门,4.0,喜剧 / 动作 / 奇幻,中国大陆,2014年4月25日,1.4052亿
安德的游戏 Ender&#39;s Game,7.1,动作 / 科幻 / 冒险,美国,2014年1月7日,1.3769亿
超验骇客 Transcendence,6.6,动作 / 爱情 / 科幻,美国/中国大陆/英国,2014年4月18日,1.2497亿
前任攻略,6.1,喜剧 / 爱情,中国大陆,2014年1月31日,1.1841万
天才眼镜狗 Mr. Peabody &amp; Sherman,7.6,喜剧 / 科幻 / 动画 / 冒险,美国,2014年3月28日,1.1817亿
狂怒 Fury,8.0,剧情 / 动作 / 战争,美国/中国大陆/英国,2014年11月21日,1.176亿
一个人的武林,6.6,动作 / 惊悚,中国大陆/中国香港,2014年10月31日,1.1603亿
不惧风暴 Into the Storm,6.7,动作 / 灾难,美国,2014年9月12日,1.0981亿
魔警,6.1,动作 / 犯罪 / 悬疑 / 惊悚,中国香港/中国大陆,2014年4月18日,1.074亿
空中营救 Non-Stop,7.6,动作 / 悬疑 / 惊悚 / 灾难,英国/法国/美国,2014年9月19日,1.0418亿
白日焰火,7.6,剧情 / 犯罪 / 悬疑,中国大陆,2014年3月21日,1.0157亿
临时同居 失戀急讓,5.1,喜剧 / 爱情,中国香港/中国大陆,2014年8月21日,1.0084亿
庞贝末日 Pompeii,6.2,动作 / 爱情 / 冒险 / 灾难,加拿大/德国/美国,2014年8月15日,9648万
反贪风暴 Z風暴,6.2,剧情 / 动作 / 犯罪,中国香港/中国大陆,2014年8月16日,9446万
绣春刀,7.7,剧情 / 动作 / 武侠 / 古装,中国大陆,2014年8月7日,9267万
喜羊羊与灰太狼之飞马奇遇记,6.3,喜剧 / 动画 / 奇幻 / 冒险 / 家庭,中国大陆,2014年1月16日,8342万
整容日记,4.7,喜剧 / 爱情,中国大陆/中国香港,2014年4月4日,8301万
宙斯之子：赫拉克勒斯 Hercules,6.1,动作 / 奇幻 / 冒险,美国/匈牙利,2014年10月21日,8148万
