哪吒之魔童降世,8.4,剧情 / 喜剧 / 动画 / 奇幻,中国大陆,2019年7月26日,49.7267亿
流浪地球,7.9,科幻 / 冒险 / 灾难,中国大陆,2019年2月5日,46.4391亿
复仇者联盟4：终局之战 Avengers: Endgame,8.5,剧情 / 动作 / 科幻 / 奇幻 / 冒险,美国,2019年4月24日,42.4111亿
我和我的祖国,7.6,剧情,中国大陆,2019年9月30日,31.7131亿
中国机长,6.6,剧情 / 传记 / 灾难,中国大陆,2019年9月30日,28.6906亿
疯狂的外星人,6.4,喜剧 / 科幻,中国大陆,2019年2月5日,22.0202亿
飞驰人生,6.9,喜剧,中国大陆,2019年2月5日,17.1356亿
烈火英雄,6.4,剧情 / 灾难,中国大陆,2019年8月1日,16.9099亿
少年的你,8.2,剧情 / 爱情 / 犯罪,中国大陆/中国香港,2019年10月25日,15.449亿
速度与激情：特别行动 Fast &amp; Furious Presents: Hobbs &amp; Shaw,6.3,喜剧 / 动作 / 冒险,美国/日本,2019年8月23日,14.3003亿
蜘蛛侠：英雄远征 Spider-Man: Far from Home,7.6,动作 / 科幻 / 冒险,美国,2019年6月28日,14.1097亿
扫毒2天地对决 掃毒2：天地對決,6.0,剧情 / 动作 / 犯罪 / 悬疑,中国大陆/中国香港,2019年7月5日,12.9550亿
误杀,7.5,剧情 / 犯罪 / 悬疑,中国大陆,2019年12月13日,12.0853亿
叶问4：完结篇 葉問4：完結篇,6.8,剧情 / 动作,中国大陆/中国香港,2019年12月20日,11.8423亿
大黄蜂 Bumblebee,7.0,动作 / 科幻 / 冒险,美国/中国大陆,2019年1月4日,11.417亿
攀登者,6.0,剧情 / 爱情 / 冒险,中国大陆,2019年9月30日,10.8247亿
惊奇队长 Captain Marvel,6.8,动作 / 科幻 / 冒险,美国/澳大利亚,2019年3月8日,10.3326亿
比悲伤更悲伤的故事 比悲傷更悲傷的故事,4.8,爱情,中国台湾,2019年3月14日,9.5351亿
哥斯拉2：怪兽之王 Godzilla: King of the Monsters,6.2,动作 / 科幻 / 冒险 / 灾难,美国/日本/中国大陆/加拿大,2019年5月31日,9.3458亿
阿丽塔：战斗天使 Alita: Battle Angel,7.5,动作 / 科幻 / 冒险,美国/日本/加拿大,2019年2月22日,8.8402亿
银河补习班,6.2,剧情,中国大陆,2019年7月18日,8.7178亿
冰雪奇缘2 Frozen II,7.0,喜剧 / 动画 / 冒险 / 歌舞,美国,2019年11月22日,8.6099亿
狮子王 The Lion King,7.2,剧情 / 动画 / 冒险,美国,2019年7月12日,8.2948亿
反贪风暴4 P風暴,5.9,动作 / 犯罪,中国香港/中国大陆,2019年4月4日,7.9424亿
熊出没·原始时代,6.6,喜剧 / 动画 / 冒险,中国大陆,2019年2月5日,7.1123亿
使徒行者2：谍影行动,6.2,剧情 / 动作 / 犯罪,中国大陆/中国香港,2019年8月7日,6.9741亿
宠爱,5.9,剧情 / 喜剧 / 爱情,中国大陆,2019年12月31日,6.8428亿
大侦探皮卡丘 Pokémon Detective Pikachu,6.4,喜剧 / 动画 / 奇幻 / 冒险,美国/日本/英国/加拿大,2019年5月10日,6.3925亿
新喜剧之王,5.7,剧情 / 喜剧,中国大陆/中国香港,2019年2月5日,6.2298亿
绿皮书 Green Book,8.9,剧情 / 喜剧 / 传记 / 音乐,美国/中国大陆,2019年3月1日,4.7712亿
白蛇：缘起,7.8,爱情 / 动画 / 奇幻,中国大陆/美国,2019年1月11日,4.4344亿
最好的我们,5.1,剧情 / 爱情,中国大陆,2019年6月6日,4.1242亿
X战警：黑凤凰 Dark Phoenix,5.7,动作 / 科幻 / 冒险,美国/加拿大,2019年6月6日,4.0839亿
诛仙1 诛仙 Ⅰ,4.5,爱情 / 奇幻 / 古装,中国大陆,2019年9月13日,4.0233亿
“大”人物,6.4,动作 / 犯罪,中国大陆,2019年1月10日,3.775亿
何以为家 كفرناحوم,9.1,剧情,黎巴嫩/美国/法国/塞浦路斯/卡塔尔/英国,2019年4月29日,3.7114亿
阿拉丁 Aladdin,7.4,爱情 / 奇幻 / 冒险 / 歌舞,美国,2019年5月24日,3.6748亿
驯龙高手3 How to Train Your Dragon: The Hidden World,7.4,动画 / 奇幻 / 冒险,美国,2019年3月1日,3.6188亿
终结者：黑暗命运 Terminator: Dark Fate,6.8,动作 / 科幻 / 冒险,美国/西班牙/匈牙利,2019年11月1日,3.5373亿
老师·好,6.6,剧情,中国大陆,2019年3月22日,3.5308亿
沉睡魔咒2 Maleficent: Mistress of Evil,5.9,奇幻 / 冒险,美国/英国,2019年10月18日,3.453亿
调音师 Andhadhun,8.2,喜剧 / 犯罪 / 悬疑 / 惊悚,印度,2019年4月3日,3.2443亿
罗小黑战记,8.0,动作 / 动画 / 奇幻,中国大陆,2019年9月7日,3.1195亿
黑衣人：全球追缉 Men in Black International,5.5,喜剧 / 动作 / 科幻,美国,2019年6月14日,3.0695亿
追龙Ⅱ 追龍2：賊王,5.4,剧情 / 动作 / 犯罪,中国香港/中国大陆,2019年6月6日,3.0484亿
决战中途岛 Midway,7.5,剧情 / 历史 / 战争,中国大陆/中国香港/加拿大/美国,2019年11月8日,2.9152亿
勇敢者游戏2：再战巅峰 Jumanji: The Next Level,5.9,喜剧 / 动作 / 奇幻 / 冒险,美国,2019年12月6日,2.8818亿
死侍2：我爱我家 Deadpool 2,7.3,喜剧 / 动作 / 科幻 / 冒险,美国,2019年1月25日,2.8013亿
小小的愿望,5.0,剧情 / 喜剧,中国大陆,2019年9月12日,2.6683亿
犯罪现场 犯罪現場,6.2,犯罪 / 悬疑 / 惊悚,中国香港,2019年10月12日,2.534亿
我为你牺牲,5.4,剧情 / 动作,中国大陆,2019年12月5日,2.4798亿
双子杀手 Gemini Man,6.8,剧情 / 动作 / 科幻,美国/中国大陆,2019年10月18日,2.3393亿
名侦探柯南：绀青之拳 名探偵コナン 紺青の拳,5.8,动画 / 悬疑,日本,2019年9月13日,2.3127亿
密室逃生 Escape Room,7.1,悬疑 / 惊悚,美国/南非,2019年1月18日,2.27亿
大约在冬季,5.0,剧情 / 爱情,中国大陆,2019年11月15日,2.2411亿
受益人,6.5,剧情 / 喜剧 / 爱情,中国大陆,2019年11月8日,2.166亿
航海王：狂热行动 ONE PIECE STAMPEDE,7.5,动画 / 冒险,日本,2019年10月18日,2.0402亿
南方车站的聚会,7.4,剧情 / 犯罪,中国大陆/法国,2019年12月6日,2.0168亿
玩具总动员4 Toy Story 4,8.5,喜剧 / 动画 / 奇幻,美国,2019年6月21日,2.0005亿
利刃出鞘 Knives Out,8.1,剧情 / 喜剧 / 犯罪 / 悬疑,美国,2019年11月29日,1.9892亿
一条狗的使命2 A Dog&#39;s Journey,6.9,剧情 / 喜剧 / 家庭,中国大陆/印度/中国香港/美国,2019年5月17日,1.9537亿
半个喜剧,7.3,喜剧 / 爱情,中国大陆,2019年12月20日,1.8844亿
沉默的证人,5.3,动作 / 犯罪,中国大陆/中国香港,2019年8月16日,1.7913亿
一吻定情,4.4,喜剧 / 爱情,中国台湾/中国大陆,2019年2月14日,1.7223亿
天·火,4.2,动作 / 冒险 / 灾难,中国大陆,2019年12月12日,1.6982亿
只有芸知道,6.3,剧情 / 爱情,中国大陆,2019年12月20日,1.5859亿
爱宠大机密2 The Secret Life of Pets 2,6.8,喜剧 / 动画 / 冒险,美国,2019年7月5日,1.5332亿
神探蒲松龄,3.8,喜剧 / 动作 / 奇幻 / 古装,中国大陆,2019年2月5日,1.5174亿
小飞象 Dumbo,6.5,奇幻 / 冒险,美国/英国/澳大利亚/加拿大,2019年3月29日,1.4739亿
星球大战9：天行者崛起 Star Wars: The Rise of Skywalker,6.2,动作 / 科幻 / 冒险,美国,2019年12月20日,1.4379亿
海上钢琴师 La leggenda del pianista sull&#39;oceano,9.3,剧情 / 音乐,意大利,2019年11月15日,1.4268亿
愤怒的小鸟2 The Angry Birds Movie 2,6.9,喜剧 / 动画 / 冒险,芬兰/美国,2019年8月16日,1.4013亿
哆啦A梦：大雄的月球探险记 映画ドラえもん のび太の月面探査記,7.2,剧情 / 动画,日本,2019年6月1日,1.3037亿
小猪佩奇过大年,3.8,儿童 / 动画 / 歌舞 / 家庭,中国大陆/英国,2019年2月5日,1.2224亿
上海堡垒,2.9,爱情 / 战争 / 科幻,中国大陆,2019年8月9日,1.2180亿
下一任：前任,2.8,爱情,中国台湾/中国大陆,2019年5月1日,1.2002亿
决胜时刻,6.4,剧情 / 传记 / 历史,中国大陆,2019年9月20日,1.1684亿
廉政风云 廉政風雲 煙幕,5.4,剧情 / 犯罪 / 悬疑,中国香港/中国大陆,2019年2月5日,1.1229亿
海市蜃楼 Durante la tormenta,7.6,科幻 / 悬疑 / 惊悚,西班牙,2019年3月28日,1.1058亿
一个母亲的复仇 Mom,6.8,剧情 / 犯罪,印度,2019年5月10日,1.1018亿
小Q,6.5,剧情,中国大陆/中国香港,2019年9月20日,1.0991亿
夏目友人帐 劇場版 夏目友人帳 ～うつせみに結ぶ～,8.0,剧情 / 动画 / 奇幻,日本,2019年3月7日,1.0914亿
雪人奇缘 Abominable,7.1,喜剧 / 动画 / 冒险,美国/中国大陆,2019年10月1日,1.0752亿
鼠胆英雄,5.2,喜剧,中国大陆,2019年8月2日,1.0088亿
波西米亚狂想曲 Bohemian Rhapsody,8.6,剧情 / 传记 / 同性 / 音乐,英国/美国,2019年3月22日,9827万
绝杀慕尼黑 Движение вверх,8.1,剧情 / 运动,俄罗斯,2019年6月13日,9120万
催眠·裁决 催眠裁決,5.7,犯罪 / 悬疑,中国香港/中国大陆,2019年10月25日,8547万
全职高手之巅峰荣耀,5.5,剧情 / 动画,中国大陆,2019年8月16日,8482万
巨鳄风暴 Crawl,5.7,剧情 / 惊悚 / 灾难,美国/塞尔维亚/加拿大,2019年9月12日,7412万
霹雳娇娃 Charlie&#39;s Angels,5.3,动作 / 冒险,美国,2019年11月15日,7403万
被光抓走的人,6.9,剧情 / 爱情 / 科幻,中国大陆,2019年12月13日,7086万
祈祷落幕时 祈りの幕が下りる時,7.9,剧情 / 悬疑,日本,2019年4月12日,6758万
天使陷落 Angel Has Fallen,6.0,动作 / 犯罪 / 惊悚,美国,2019年12月31日,6696万
风中有朵雨做的云,7.2,剧情 / 犯罪 / 悬疑,中国大陆,2019年4月4日,6449万
亲爱的新年好,5.5,剧情 / 爱情,中国大陆,2019年12月31日,6275万
人间·喜剧,3.3,喜剧,中国大陆,2019年3月29日,6256万
猪八戒·传说,2.2,喜剧 / 奇幻,中国大陆,2019年7月19日,6217万
特警队,5.0,动作,中国大陆,2019年12月27日,5709万
友情以上 ระวัง..สิ้นสุดทางเพื่อน,6.2,喜剧 / 爱情,泰国,2019年9月20日,5184万
碟仙,4.8,惊悚 / 恐怖,中国大陆,2019年6月21日,5131万
掠食城市 Mortal Engines,6.3,动作 / 科幻 / 冒险,美国/新西兰/日本,2019年1月18日,5020万
妈阁是座城,5.8,剧情,中国大陆,2019年6月14日,5012万
五月天人生无限公司 五月天人生無限公司,8.3,剧情 / 纪录片 / 音乐,中国台湾,2019年5月24日,4971万
吹哨人,5.3,剧情 / 犯罪 / 悬疑,中国大陆,2019年12月6日,4861万
神奇乐园历险记 Wonder Park,6.1,喜剧 / 动画 / 奇幻 / 冒险,美国/西班牙,2019年4月19日,4657万
地久天长,8.0,剧情 / 家庭,中国大陆,2019年3月22日,4456万
狂暴凶狮 Prooi,5.0,喜剧 / 惊悚,荷兰,2019年3月22日,4425万
铤而走险,6.0,剧情 / 犯罪,中国大陆,2019年8月30日,4380万
一生有你2019,3.9,爱情,中国大陆,2019年11月29日,4124万
你是凶手,5.5,剧情 / 犯罪 / 悬疑,中国大陆,2019年11月22日,4106万
解放·终局营救,4.4,剧情 / 历史 / 战争,中国大陆,2019年12月27日,4106万
跳舞吧！大象,5.0,剧情 / 喜剧 / 歌舞,中国大陆,2019年7月26日,3874万
徒手攀岩 Free Solo,8.8,纪录片,美国,2019年9月6日,3616万
一条狗的回家路 A Dog&#39;s Way Home,6.8,剧情 / 冒险,中国大陆/美国,2019年1月18日,3604万
无所不能 Kaabil,7.0,动作 / 犯罪 / 悬疑,印度,2019年6月5日,3480万
猪猪侠·不可思议的世界,4.6,动画,中国大陆,2019年7月5日,3373万
古田军号,6.9,剧情 / 历史 / 战争,中国大陆,2019年8月1日,3312万
家和万事惊 家和萬事驚,5.9,喜剧 / 家庭,中国大陆/中国香港,2019年1月18日,3247万
我的英雄学院：两位英雄 僕のヒーローアカデミア THE MOVIE ～2人の英雄～,6.9,动作 / 动画,日本,2019年3月15日,3173万
龙珠超：布罗利 ドラゴンボール超 ブロリー,7.2,动作 / 动画 / 奇幻 / 冒险,日本,2019年5月24日,3083万
秦明·生死语者,4.1,犯罪 / 悬疑,中国大陆,2019年6月14日,2960万
钢铁飞龙之奥特曼崛起,3.1,动作 / 科幻 / 动画,中国大陆,2019年1月18日,2883万
送我上青云,7.0,剧情,中国大陆,2019年8月16日,2875万
天气之子 天気の子,7.0,爱情 / 动画 / 奇幻,日本,2019年11月1日,2846万
红星照耀中国,6.1,动作 / 犯罪 / 悬疑,中国大陆,2019年4月30日,2803万
命运之夜——天之杯Ⅰ：恶兆之花 劇場版 Fate/stay night [Heaven&#39;s Feel] I. presage flower,7.4,动画 / 奇幻,日本,2019年1月11日,2470万
深夜食堂,4.9,剧情,中国大陆,2019年8月30日,2391万
我想吃掉你的胰脏 君の膵臓をたべたい,6.9,爱情 / 动画,日本,2019年1月18日,2372万
潜艇总动员：外星宝贝计划,4.7,剧情 / 爱情,中国大陆,2019年4月19日,2344万
冰雪女王4：魔镜世界 The Snow Queen: Mirrorlands,5.5,动画 / 奇幻 / 冒险 / 家庭,俄罗斯,2019年8月2日,2341万
触不可及(美版) The Upside,7.5,剧情 / 喜剧,美国,2019年11月22日,2340万
星际探索 Ad Astra,6.8,科幻 / 冒险,美国/巴西/中国大陆,2019年12月5日,2251万
命运之夜——天之杯Ⅱ：迷失之蝶 劇場版 Fate/stay night [Heaven&#39;s Feel] II. lost butterfly,7.6,剧情 / 动画 / 奇幻,日本,2019年7月12日,2232万
巧虎大飞船历险记,7.4,儿童 / 动画,中国大陆,2019年6月1日,2230万
素人特工,3.4,喜剧 / 动作 / 冒险,中国大陆,2919年7月12日,2225万
唐顿庄园 Downton Abbey,8.0,剧情,英国/美国,2019年12月13日,2126万
宝莱坞机器人2.0：重生归来 2.0,5.4,动作 / 科幻 / 惊悚,印度,2019年9月6日,2114万
长安道,6.0,剧情 / 犯罪 / 悬疑,中国大陆,2019年11月15日,2104万
我的拳王男友,4.6,爱情 / 运动,中国大陆,2019年11月8日,2081万
八子,4.1,动作 / 历史 / 战争,中国大陆,2019年6月21日,2030万
赛尔号大电影7：疯狂机器城,4.7,儿童 / 喜剧 / 动画 / 奇幻 / 冒险,中国大陆,2019年8月2日,2025万
打过长江去,4.1,剧情 / 战争,中国大陆,2019年10月16日,1984万
海蒂和爷爷 Heidi,9.3,剧情 / 冒险 / 家庭,德国/瑞士,2019年5月16日,1978万
悟空奇遇记,2.8,喜剧 / 动画,中国大陆,2019年5月1日,1871万
狗眼看人心,5.4,剧情 / 家庭,中国大陆,2019年4月20日,1866万
龙牌之谜 Тайна печати дракона,3.6,动作 / 奇幻 / 冒险,俄罗斯/中国大陆/美国,2019年8月16日,1826万
九龙不败 九龍不敗,3.0,剧情 / 动作 / 犯罪,中国香港/中国大陆,2019年7月2日,1786万
双生,3.4,爱情 / 悬疑,中国大陆,2019年5月18日,1756万
回到过去拥抱你,4.6,爱情 / 奇幻,中国大陆,2019年7月26日,1745万
奎迪：英雄再起 Creed II,7.0,剧情 / 运动,美国,2019年1月4日,1673万
朝花夕誓 さよならの朝に約束の花をかざろう,6.9,动画 / 奇幻,日本,2019年2月22日,1665万
转型团伙,3.3,喜剧,中国大陆,2019年4月19日,1661万
未来机器城,5.7,科幻 / 动画 / 冒险,中国大陆/加拿大/美国,2019年7月19日,1653万
小羊肖恩2：末日农场 A Shaun the Sheep Movie: Farmageddon,7.5,喜剧 / 科幻 / 动画 / 冒险,英国/法国/美国,2019年12月28日,1598万
托马斯大电影之世界探险记 Thomas &amp; Friends: Big World! Big Adventures! The Movie,7.0,儿童 / 动画,英国,2019年5月31日,1595万
看不见的小孩,4.6,悬疑 / 恐怖,中国大陆/泰国/马来西亚,2019年7月19日,1584万
女王的柯基 The Queen&#39;s Corgi,5.8,喜剧 / 动画,比利时/美国,2019年8月30日,1492万
保持沉默,5.2,剧情 / 悬疑,中国大陆,2019年8月23日,1437万
游戏人生 零 ノーゲーム・ノーライフ ゼロ,7.7,爱情 / 动画 / 奇幻,日本,2019年7月19日,1382万
若能与你共乘海浪之上 きみと、波にのれたら,7.0,爱情 / 动画 / 奇幻,日本,2019年12月7日,1364万
检察方的罪人 検察側の罪人,6.8,剧情 / 犯罪 / 悬疑,日本,2019年9月6日,1301万
冰峰暴,4.3,动作 / 灾难,中国大陆,2019年11月29日,1253万
今夜在浪漫剧场 今夜、ロマンス劇場で,7.1,爱情 / 奇幻,日本,2019年2月14日,1226万
最佳男友进化论,2.5,喜剧 / 爱情,中国香港,2019年4月12日,1148万
德鲁大叔 Uncle Drew,6.3,喜剧 / 运动,美国,2019年1月11日,1120万
撞死了一只羊,7.1,剧情,中国大陆,2019年4月26日,1043万
骡子 The Mule,7.9,剧情 / 犯罪,美国,2019年8月26日,972万
死寂逃亡 The Silence,5.3,恐怖,德国/美国,2019年8月30日,959万
