速度与激情7 Furious 7,8.4,动作 / 犯罪,美国/中国大陆/日本,2015年4月12日,24.2432亿
捉妖记,6.7,喜剧 / 奇幻 / 古装,中国大陆/中国香港,2015年7月16日,23.8211亿
寻龙诀,7.4,剧情 / 动作 / 奇幻 / 冒险,中国大陆/中国香港,2015年12月18日,16.8188亿
港囧,5.7,喜剧,中国大陆,2015年9月25日,16.1163亿
复仇者联盟2：奥创纪元 Avengers: Age of Ultron,7.5,动作 / 科幻 / 奇幻 / 冒险,美国,2015年5月12日,14.6183亿
夏洛特烦恼,7.8,喜剧 / 爱情,中国大陆,2015年9月30日,14.4113亿
侏罗纪世界 Jurassic World,7.7,动作 / 科幻 / 冒险,美国,2015年6月10日,14.197亿
煎饼侠,5.8,喜剧,中国大陆,2015年7月17日,11.5707亿
澳门风云2 賭城風雲II,5.6,喜剧 / 动作,中国香港/中国大陆,2015年2月19日,9.731亿
西游记之大圣归来,8.3,剧情 / 动画 / 奇幻,中国大陆,2015年7月10日,9.4833亿
老炮儿,7.5,剧情 / 犯罪,中国大陆,2015年12月24日,9.0224亿
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,7.9,动作 / 惊悚 / 冒险,美国/中国大陆/奥地利/英国/摩洛哥,2015年9月8日,8.6931亿
唐人街探案,7.7,喜剧 / 动作 / 悬疑,中国大陆,2015年12月30日,8.2284亿
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,8.6,动作 / 奇幻 / 冒险,美国/新西兰,2015年1月23日,7.648亿
天将雄师,6.0,动作 / 战争 / 古装,中国大陆/中国香港,2015年2月19日,7.4272亿
终结者：创世纪 Terminator Genisys,6.9,动作 / 科幻 / 冒险,美国,2015年8月23日,7.2453亿
狼图腾,6.9,剧情 / 冒险,中国大陆/法国,2015年2月19日,6.9636亿
九层妖塔,4.4,动作 / 惊悚 / 冒险,中国大陆,2015年9月30日,6.8177亿
蚁人 Ant-Man,7.7,动作 / 科幻 / 冒险,美国,2015年10月16日,6.7171亿
恶棍天使,4.4,喜剧,中国大陆,2015年12月24日,6.4875亿
末日崩塌 San Andreas,7.0,动作 / 冒险 / 灾难,美国/澳大利亚,2015年6月2日,6.2936亿
火星救援 The Martian,8.5,剧情 / 科幻 / 冒险,英国/美国/匈牙利/约旦,2015年11月25日,5.8644亿
杀破狼2 殺破狼2,7.5,剧情 / 动作 / 犯罪,中国香港/中国大陆,2015年6月18日,5.5975亿
战狼,7.0,动作 / 战争,中国大陆,2015年4月2日,5.4319亿
哆啦A梦：伴我同行 STAND BY ME ドラえもん,8.1,剧情 / 动画,日本,2015年5月28日,5.2988亿
超能陆战队 Big Hero 6,8.7,喜剧 / 动作 / 科幻 / 动画 / 冒险,美国,2015年2月28日,5.2584亿
007：幽灵党 Spectre,6.5,动作 / 惊悚 / 冒险,英国/美国/奥地利/墨西哥/意大利/摩洛哥,2015年11月13日,5.2101亿
滚蛋吧！肿瘤君,7.4,喜剧 / 爱情,中国大陆,2015年8月13日,5.1018亿
左耳,5.7,剧情 / 爱情,中国大陆,2015年4月24日,4.8424亿
小时代4：灵魂尽头,5.0,喜剧 / 爱情,中国大陆,2015年7月9日,4.8365亿
王牌特工：特工学院 Kingsman: The Secret Service,8.4,喜剧 / 动作 / 冒险,英国/美国,2015年3月27日,4.833亿
灰姑娘 Cinderella,7.0,爱情 / 奇幻 / 冒险,美国/英国,2015年3月13日,4.4431亿
小黄人大眼萌 Minions,7.7,喜剧 / 动画,美国,2015年9月13日,4.3545亿
奔跑吧！兄弟,3.6,喜剧,中国大陆,2015年1月30日,4.3277亿
百团大战,4.4,动作 / 爱情 / 奇幻,中国大陆/中国香港/美国,2015年2月19日,4.084亿
道士下山,5.5,喜剧 / 动作 / 奇幻 / 古装,中国大陆/美国,2015年7月2日,4.0002亿
栀子花开,4.5,爱情,中国大陆,2015年7月10日,3.7824亿
重返20岁,7.1,喜剧 / 爱情 / 奇幻,中国大陆/韩国,2015年1月8日,3.6429亿
何以笙箫默,3.9,爱情,中国大陆,2015年4月30日,3.5259亿
我的少女时代 我的少女時代,7.8,喜剧 / 爱情,中国台湾,2015年11月19日,3.3853亿
横冲直撞好莱坞,4.5,喜剧 / 动作 / 冒险,中国大陆/中国香港/美国,2015年6月26日,3.2186亿
万万没想到,5.7,喜剧 / 奇幻 / 冒险 / 古装,中国大陆,2015年12月18日,3.2127亿
博物馆奇妙夜3 Night at the Museum: Secret of the Tomb,7.3,喜剧 / 奇幻 / 冒险,美国/英国,2015年1月4日,3.2082亿
烈日灼心,8.3,剧情 / 犯罪 / 悬疑,中国大陆,2015年8月27日,3.0458亿
木星上行 Jupiter Ascending,5.5,动作 / 科幻 / 冒险,美国/澳大利亚,2015年3月6日,2.836亿
咱们结婚吧,5.9,喜剧 / 爱情,中国大陆,2015年4月2日,2.8319亿
极盗者 Point Break,7.2,动作 / 犯罪 / 运动,中国大陆/德国/美国/奥地利/意大利/加拿大,2015年12月4日,2.4805亿
前任2：备胎反击战,5.2,喜剧 / 爱情,中国大陆/中国香港,2015年11月6日,2.4697亿
饥饿游戏3：嘲笑鸟(上) The Hunger Games: Mockingjay - Part 1,6.2,动作 / 科幻 / 冒险,美国,2015年2月8日,2.2338亿
失孤,6.9,剧情,中国大陆/中国香港,2015年3月20日,2.1588亿
我是证人,6.3,剧情 / 犯罪 / 悬疑,中国大陆/韩国,2015年10月30日,2.1495亿
爸爸去哪儿2,4.6,儿童 / 喜剧 / 家庭,中国大陆,2015年2月19日,2.1481亿
赤道,6.3,剧情 / 动作 / 犯罪 / 悬疑,中国香港,2015年4月30日,2.0928亿
移动迷宫2 Maze Runner: The Scorch Trials,6.0,动作 / 科幻 / 冒险,美国,2015年11月4日,1.9563亿
解救吾先生,7.7,剧情 / 犯罪,中国大陆,2015年9月30日,1.9516亿
第七子：降魔之战 Seventh Son,5.1,奇幻 / 冒险,英国/美国/加拿大/中国大陆,2015年1月16日,1.725亿
疯狂外星人 Home,7.4,喜剧 / 科幻 / 动画 / 冒险,美国,2015年4月24日,1.7182亿
新娘大作战,4.2,喜剧 / 爱情,中国大陆/中国香港,2015年8月20日,1.7138亿
怦然星动,4.9,喜剧 / 爱情,中国大陆,2015年12月3日,1.593亿
冲上云霄 衝上雲霄,4.5,剧情 / 爱情,中国香港/中国大陆,2015年2月19日,1.5602亿
谜城,5.6,动作 / 犯罪 / 惊悚,中国大陆/中国香港,2015年7月30日,1.4865亿
万物生长,5.7,喜剧 / 爱情,中国大陆,2015年4月17日,1.4819亿
破风 破風,7.3,剧情 / 运动,中国香港/中国大陆,2015年8月6日,1.4367亿
饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,6.5,动作 / 科幻 / 冒险,美国,2015年11月20日,1.4185亿
王朝的女人·杨贵妃,3.8,爱情 / 古装,中国大陆,2015年7月30日,1.3308亿
玩命速递：重启之战 The Transporter Refueled,6.1,动作 / 犯罪 / 惊悚,法国/中国大陆/比利时/摩纳哥,2015年11月20日,1.2754亿
精灵旅社2 Hotel Transylvania 2,7.8,喜剧 / 动画 / 奇幻,美国/加拿大,2015年10月27日,1.1941亿
明日世界 Tomorrowland,6.4,动作 / 科幻 / 冒险,美国/西班牙/法国/加拿大/英国,2015年5月26日,1.1829亿
我的个神啊 PK,8.4,喜剧 / 奇幻,印度,2015年5月22日,1.1799亿
不可思异,4.1,剧情 / 喜剧 / 科幻,中国大陆,2015年12月4日,1.1162亿
分歧者2：绝地反击 Insurgent,6.1,动作 / 科幻 / 冒险,美国,2015年6月19日,1.1006亿
爸爸的假期,4.0,喜剧 / 家庭,中国大陆,2015年2月19日,1.0479亿
一代宗师 一代宗師,8.1,剧情 / 传记 / 动作 / 爱情,中国大陆/中国香港,2015年1月8日,1.0403亿
超能查派 Chappie,7.4,动作 / 科幻 / 惊悚,美国/墨西哥/南非,2015年5月8日,1.0351亿
绝命海拔 Everest,7.5,剧情 / 传记 / 冒险,英国/美国/冰岛,2015年11月3日,1.0141亿
像素大战 Pixels,6.3,喜剧 / 动作 / 科幻,美国/中国大陆,2015年9月15日,1.0087亿
帕丁顿熊 Paddington,7.8,喜剧 / 动画 / 家庭,英国/法国,2015年3月5日,9967万
头脑特工队 Inside Out,8.8,喜剧 / 动画 / 冒险,美国,2015年10月6日,9629万
一念天堂,6.1,喜剧,中国大陆,2015年12月31日,8265万
名侦探柯南：业火的向日葵 名探偵コナン 業火の向日葵,6.0,动画 / 悬疑 / 冒险,日本,2015年10月23日,7921万
消失的凶手,5.0,动作 / 犯罪 / 悬疑,中国大陆/中国香港,2015年11月27日,7689万
洛克王国4：出发！巨人谷,5.4,动画 / 奇幻 / 冒险,中国大陆,2015年8月13日,7311万
第三种爱情,5.2,爱情,中国大陆/韩国,2015年9月25日,7306万
一路惊喜,5.2,喜剧 / 爱情 / 家庭,中国大陆,2015年2月6日,6918万
喜羊羊与灰太狼之羊年喜羊羊,7.0,喜剧 / 动画 / 奇幻 / 冒险 / 家庭,中国大陆,2015年1月31日,6726万
有种你爱我,4.6,喜剧 / 爱情,中国大陆,2015年2月6日,6720万
命中注定,5.8,喜剧 / 爱情,中国大陆/中国香港/美国,2015年7月24日,6653万
黑猫警长之翡翠之星,5.3,喜剧 / 动作 / 科幻 / 动画,中国大陆,2015年8月7日,6547万
桂宝之爆笑闯宇宙,5.4,喜剧 / 科幻 / 动画,中国大陆/中国香港,2015年8月6日,6371万
我是路人甲,7.1,剧情 / 喜剧,中国大陆/中国香港,2015年7月2日,6297万
剩者为王,5.9,剧情 / 爱情,中国大陆/中国香港,2015年11月6日,6135万
刺客聂隐娘,7.3,剧情 / 武侠 / 古装,中国台湾/中国大陆/中国香港,2015年8月27日,6082万
