八佰,7.5,剧情 / 历史 / 战争,中国大陆,2020年8月21日,30.9137亿
我和我的家乡,7.0,剧情 / 喜剧,中国大陆,2020年10月1日,28.2296亿
姜子牙,6.6,剧情 / 动画 / 奇幻,中国大陆,2020年10月1日,15.977亿
送你一朵小红花,7.2,剧情,中国大陆,2020年12月31日,14.3152亿
拆弹专家2,7.5,动作 / 犯罪,中国大陆/中国香港,2020年12月24日,13.1477亿
金刚川,6.5,剧情 / 战争,中国大陆,2020年10月23日,11.15亿
温暖的抱抱,5.2,喜剧,中国大陆,2020年12月31日,8.5119亿
夺冠,7.1,剧情 / 运动,中国大陆/中国香港,2020年9月25日,8.2737亿
除暴,6.1,剧情 / 动作 / 犯罪,中国香港/中国大陆,2020年11月20日,5.37亿
我在时间尽头等你,5.3,爱情 / 奇幻,中国大陆,2020年8月25日,5.011亿
紧急救援,5.9,动作 / 灾难,中国大陆/中国香港,2020年12月18日,4.8316亿
信条 Tenet,7.6,剧情 / 动作 / 科幻,美国/英国,2020年9月4日,4.5202亿
沐浴之王,6.0,喜剧,中国大陆,2020年12月11日,4.0365亿
心灵奇旅 Soul,8.7,动画 / 奇幻 / 音乐,美国,2020年12月25日,3.6181亿
疯狂原始人2 The Croods: A New Age,7.7,喜剧 / 动画 / 冒险,美国,2020年11月27日,3.4359亿
如果声音不记得,3.9,爱情 / 奇幻,中国大陆,2020年12月4日,3.3449亿
一点就到家,6.5,剧情 / 喜剧,中国大陆,2020年10月4日,3.0619亿
急先锋,4.4,动作,中国大陆,2020年9月30日,2.8705亿
花木兰 Mulan,4.9,动作 / 冒险 / 古装,美国/中国香港,2020年9月11日,2.7661亿
赤狐书生,4.8,喜剧 / 奇幻 / 古装,中国大陆,2020年12月4日,1.8507亿
神奇女侠1984 Wonder Woman 1984,6.1,动作 / 奇幻 / 冒险,美国/英国/西班牙,2020年12月18日,1.5852亿
多力特的奇幻冒险 Dolittle,5.7,喜剧 / 奇幻 / 冒险,美国/中国大陆/英国,2020年7月24日,1.3534亿
一秒钟,7.7,剧情,中国大陆,2020年11月27日,1.2912亿
数码宝贝：最后的进化 デジモンアドベンチャー LAST EVOLUTION 絆,7.3,动画 / 冒险,日本,2020年10月30日,1.2135亿
喜宝,3.3,剧情 / 爱情,中国大陆,2020年10月16日,1.0875亿
变身特工 Spies in Disguise,7.3,喜剧 / 动作 / 科幻 / 动画,美国,2020年1月3日,1.0356亿
地狱男爵：血皇后崛起 Hellboy,5.7,动作 / 奇幻 / 冒险,美国,2020年11月9日,8399万
风平浪静,6.2,剧情 / 爱情 / 犯罪,中国大陆,2020年11月6日,8196万
汪汪队立大功之超能救援 PAW Patrol: Mighty Pups,5.9,儿童 / 动画 / 冒险,美国/加拿大,2020年11月13日,7228万
1/2的魔法 Onward,7.6,喜剧 / 动画 / 奇幻 / 冒险,美国,2020年8月19日,7013万
热血合唱团 熱血合唱團,4.5,剧情,中国香港,2020年11月13日,6997万
1917,8.5,剧情 / 战争,美国/英国/印度/西班牙/加拿大/中国大陆,2020年8月7日,6780万
明天你是否依然爱我,4.0,剧情 / 爱情,中国大陆/中国香港,2020年12月24日,6397万
美丽人生 La vita è bella,9.6,剧情 / 喜剧 / 爱情 / 战争,意大利,2020年1月3日,5814万
哆啦A梦：大雄的新恐龙 映画ドラえもん のび太の新恐竜,7.1,动画 / 奇幻 / 冒险,日本,2020年12月11日,5700万
秀美人生,6.9,剧情 / 传记,中国大陆,2020年8月13日,5170万
荞麦疯长,4.1,剧情 / 爱情,中国大陆,2020年8月25日,5135万
紫罗兰永恒花园外传：永远与自动手记人偶 ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,7.4,剧情 / 动画,日本,2020年1月10日,4859万
鲨海逃生 47 Meters Down: Uncaged,5.1,惊悚 / 冒险,英国,2020年1月10日,4718万
小妇人 Little Women,8.0,剧情 / 爱情,美国,2020年8月25日,4519万
喋血战士 Bloodshot,5.5,动作 / 科幻,中国大陆/美国,2020年7月24日,4427万
动物特工局,5.9,喜剧 / 动画 / 冒险,中国大陆/法国,2020年1月11日,4388万
我的女友是机器人,3.6,喜剧 / 爱情 / 科幻,中国大陆,2020年9月11日,4252万
绝地战警：疾速追击 Bad Boys for Life,5.7,喜剧 / 动作 / 犯罪,美国/墨西哥,2020年8月14日,3417万
末日逃生 Greenland,5.4,剧情 / 科幻 / 灾难,美国/英国,2020年11月20日,3200万
野性的呼唤 The Call of the Wild,7.0,剧情 / 冒险,加拿大/美国/葡萄牙,2020年11月13日,3119万
死无对证 Il testimone invisibile,7.3,剧情 / 犯罪 / 悬疑 / 惊悚,意大利,2020年9月18日,2803万
2019阅兵盛典,3.4,喜剧 / 爱情 / 奇幻,中国大陆,2020年10月30日,2762万
抵达之谜,4.7,剧情 / 爱情,中国大陆,2020年7月31日,2507万
隐形人 The Invisible Man,7.1,科幻 / 惊悚 / 恐怖,加拿大/澳大利亚/美国,2020年12月4日,2302万
天道王,8.6,动画 / 奇幻 / 冒险,日本,2020年12月31日,2215万
刺猬索尼克 Sonic the Hedgehog,6.0,喜剧 / 动作 / 动画 / 冒险,加拿大/日本/美国,2020年7月31日,1886万
保家卫国——抗美援朝光影纪实,8.9,纪录片,中国大陆,2020年10月25日,1858万
猎杀T34 T-34,7.5,动作 / 历史 / 战争,俄罗斯,2020年12月11日,1808万
麦路人 麥路人,6.5,剧情,中国香港,2020年9月17日,1765万
灭绝 Extinction,5.5,科幻 / 惊悚,美国,2020年1月18日,1591万
假面饭店 マスカレード・ホテル,6.3,剧情 / 犯罪 / 悬疑,日本,2020年9月4日,1526万
极速车王 Ford v Ferrari,8.5,剧情 / 传记 / 运动,美国,2020年8月7日,1469万
海兽之子 海獣の子供,6.5,动画 / 奇幻 / 冒险,日本,2020年11月20日,1426万
阿里巴巴与神灯,7.0,动作 / 冒险,英国/美国,2020年11月13日,1362万
宝可梦：超梦的逆袭 进化 劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION,6.1,动画 / 奇幻 / 冒险,日本,2020年12月4日,1298万
七号房的礼物 7. Koğuştaki Mucize,7.6,剧情,土耳其,2020年10月15日,1174万
网络凶铃,3.5,惊悚 / 恐怖,中国大陆,2020年10月30日,1098万
妙先生,6.2,动画 / 奇幻 / 冒险,中国大陆,2020年7月31日,1052万
乔乔的异想世界 Jojo Rabbit,8.3,剧情 / 喜剧 / 战争,美国/捷克/新西兰,2020年7月31日,960万
萌宠流浪记 Trouble,5.7,喜剧 / 动画 / 家庭,加拿大/美国/开曼群岛,2020年9月18日,866万
未来的未来 未来のミライ,6.6,动画 / 奇幻,日本,2020年11月6日,813万
木兰：横空出世,3.2,喜剧 / 动作 / 动画,中国大陆,2020年10月3日,761万
十三猎杀,3.2,动作,中国大陆,2020年2月8日,683万
菊次郎的夏天 菊次郎の夏,8.9,剧情 / 喜剧,日本,2020年9月25日,597万
蓝色防线,8.5,战争 / 纪录片,中国大陆,2020年9月18日,488万
第一次的离别,7.1,剧情 / 儿童,中国大陆,2020年7月20日,438万
掬水月在手,7.8,传记 / 纪录片,中国大陆,2020年10月16日,415万
飞奔去月球 Over the Moon,6.0,动画 / 冒险 / 家庭,美国/中国大陆,2020年10月23日,399万
